data;casos_suspeitos;casos_confirmados_total;casos_confirmados_novos;casos_curados_total;casos_curados_novos;casos_descartados_total;casos_descartados_novos;mortes_total;mortes_novos;mortes_100milHab;casos_ativos;dif_casos_ativos;casos_ativos_100milHab;exames_realizados_total;testes_realizados_novos;mes;num_mes;ano;num_report;report_time;cidade;uf
09/04/2020;11;36;2;17;0;214;4;1;0;0,454545455;18;2;8,181818182;250;6;abril;4;2020;47;19:00;Itajaí;SC
10/04/2020;11;36;0;17;0;214;0;1;0;0,454545455;18;0;8,181818182;250;0;abril;4;2020;48;10:00;Itajaí;SC
10/04/2020;9;37;1;18;1;216;2;1;0;0,454545455;18;0;8,181818182;253;3;abril;4;2020;49;19:00;Itajaí;SC
11/04/2020;4;37;0;22;4;221;5;2;1;0,909090909;13;-5;5,909090909;258;5;abril;4;2020;50;10:00;Itajaí;SC
11/04/2020;2;38;1;23;1;226;5;2;0;0,909090909;13;0;5,909090909;264;6;abril;4;2020;51;19:00;Itajaí;SC
12/04/2020;2;38;0;23;0;226;0;2;0;0,909090909;13;0;5,909090909;264;0;abril;4;2020;52;11:30;Itajaí;SC
12/04/2020;2;38;0;23;0;226;0;2;0;0,909090909;13;0;5,909090909;264;0;abril;4;2020;53;19:00;Itajaí;SC
13/04/2020;12;39;1;23;0;233;7;2;0;0,909090909;14;1;6,363636364;272;8;abril;4;2020;54;11:00;Itajaí;SC
13/04/2020;19;39;0;23;0;236;3;2;0;0,909090909;14;0;6,363636364;275;3;abril;4;2020;55;19:00;Itajaí;SC
14/04/2020;34;39;0;23;0;241;5;2;0;0,909090909;14;0;6,363636364;280;5;abril;4;2020;56;19:00;Itajaí;SC
15/04/2020;33;40;1;31;8;265;24;2;0;0,909090909;7;-7;3,181818182;305;25;abril;4;2020;57;19:00;Itajaí;SC
16/04/2020;24;44;4;31;0;285;20;2;0;0,909090909;11;4;5;329;24;abril;4;2020;58;19:00;Itajaí;SC
17/04/2020;15;45;1;32;1;310;25;2;0;0,909090909;11;0;5;355;26;abril;4;2020;59;19:00;Itajaí;SC
18/04/2020;15;45;0;32;0;310;0;2;0;0,909090909;11;0;5;355;0;abril;4;2020;60;19:00;Itajaí;SC
19/04/2020;1;45;0;32;0;329;19;2;0;0,909090909;11;0;5;374;19;abril;4;2020;61;19:00;Itajaí;SC
20/04/2020;22;48;3;33;1;339;10;2;0;0,909090909;13;2;5,909090909;387;13;abril;4;2020;62;19:00;Itajaí;SC
21/04/2020;16;48;0;33;0;344;5;2;0;0,909090909;13;0;5,909090909;392;5;abril;4;2020;63;18:30;Itajaí;SC
22/04/2020;21;49;1;39;6;370;26;2;0;0,909090909;8;-5;3,636363636;419;27;abril;4;2020;64;19:00;Itajaí;SC
23/04/2020;45;52;3;39;0;379;9;3;1;1,363636364;10;2;4,545454545;431;12;abril;4;2020;65;19:00;Itajaí;SC
24/04/2020;35;54;2;40;1;420;41;3;0;1,363636364;11;1;5;474;43;abril;4;2020;66;19:00;Itajaí;SC
25/04/2020;6;60;6;40;0;441;21;3;0;1,363636364;17;6;7,727272727;501;27;abril;4;2020;67;19:00;Itajaí;SC
26/04/2020;2;60;0;40;0;445;4;3;0;1,363636364;17;0;7,727272727;505;4;abril;4;2020;68;18:30;Itajaí;SC
27/04/2020;39;60;0;40;0;461;16;3;0;1,363636364;17;0;7,727272727;521;16;abril;4;2020;69;19:00;Itajaí;SC
28/04/2020;54;61;1;40;0;480;19;3;0;1,363636364;18;1;8,181818182;541;20;abril;4;2020;70;19:00;Itajaí;SC
29/04/2020;54;80;19;40;0;480;0;3;0;1,363636364;37;19;16,81818182;560;19;abril;4;2020;71;15:00;Itajaí;SC
29/04/2020;42;86;6;40;0;523;43;3;0;1,363636364;43;6;19,54545455;609;49;abril;4;2020;72;19:30;Itajaí;SC
30/04/2020;56;90;4;40;0;545;22;3;0;1,363636364;47;4;21,36363636;635;26;abril;4;2020;73;19:00;Itajaí;SC
01/05/2020;47;98;8;44;4;599;54;3;0;1,363636364;51;4;23,18181818;697;62;maio;5;2020;74;19:30;Itajaí;SC
02/04/2020;20;100;2;44;0;646;47;3;0;1,363636364;53;2;24,09090909;746;49;abril;4;2020;75;19:00;Itajaí;SC
03/04/2020;13;105;5;44;0;653;7;3;0;1,363636364;58;5;26,36363636;758;12;abril;4;2020;76;18:30;Itajaí;SC
04/05/2020;30;109;4;51;7;686;33;3;0;1,363636364;55;-3;25;795;37;maio;5;2020;77;19:00;Itajaí;SC
05/05/2020;72;112;3;54;3;693;7;3;0;1,363636364;55;0;25;805;10;maio;5;2020;78;19:00;Itajaí;SC
06/05/2020;68;117;5;55;1;725;32;3;0;1,363636364;59;4;26,81818182;842;37;maio;5;2020;79;19:00;Itajaí;SC
07/05/2020;49;122;5;58;3;774;49;3;0;1,363636364;61;2;27,72727273;896;54;maio;5;2020;80;19:00;Itajaí;SC
08/05/2020;43;129;7;63;5;795;21;3;0;1,363636364;63;2;28,63636364;924;28;maio;5;2020;81;19:00;Itajaí;SC
09/05/2020;51;131;2;63;0;796;1;3;0;1,363636364;65;2;29,54545455;927;3;maio;5;2020;82;19:00;Itajaí;SC
10/05/2020;21;134;3;63;0;821;25;3;0;1,363636364;68;3;30,90909091;955;28;maio;5;2020;83;19:00;Itajaí;SC
11/05/2020;28;146;12;79;16;841;20;3;0;1,363636364;64;-4;29,09090909;987;32;maio;5;2020;84;19:00;Itajaí;SC
12/05/2020;44;150;4;81;2;868;27;3;0;1,363636364;66;2;30;1018;31;maio;5;2020;85;19:30;Itajaí;SC
13/05/2020;30;158;8;82;1;898;30;3;0;1,363636364;73;7;33,18181818;1056;38;maio;5;2020;86;19:00;Itajaí;SC
14/05/2020;32;170;12;88;6;933;35;3;0;1,363636364;79;6;35,90909091;1103;47;maio;5;2020;87;19:00;Itajaí;SC
15/05/2020;41;178;8;90;2;980;47;3;0;1,363636364;85;6;38,63636364;1158;55;maio;5;2020;88;19:00;Itajaí;SC
16/05/2020;33;178;0;93;3;982;2;3;0;1,363636364;82;-3;37,27272727;1160;2;maio;5;2020;89;19:00;Itajaí;SC
17/05/2020;9;182;4;96;3;1001;19;3;0;1,363636364;83;1;37,72727273;1183;23;maio;5;2020;90;18:30;Itajaí;SC
18/05/2020;23;193;11;99;3;1027;26;3;0;1,363636364;91;8;41,36363636;1220;37;maio;5;2020;91;19:00;Itajaí;SC
19/05/2020;36;206;13;101;2;1057;30;3;0;1,363636364;102;11;46,36363636;1263;43;maio;5;2020;92;19:00;Itajaí;SC
20/05/2020;37;220;14;103;2;1121;64;3;0;1,363636364;114;12;51,81818182;1341;78;maio;5;2020;93;19:00;Itajaí;SC
21/05/2020;60;229;9;107;4;1181;60;3;0;1,363636364;119;5;54,09090909;1410;69;maio;5;2020;94;20:00;Itajaí;SC
22/05/2020;59;233;4;107;0;1198;17;3;0;1,363636364;123;4;55,90909091;1431;21;maio;5;2020;95;19:00;Itajaí;SC
23/05/2020;82;260;27;136;29;1281;83;3;0;1,363636364;121;-2;55;1541;110;maio;5;2020;96;19:00;Itajaí;SC
24/05/2020;28;281;21;148;12;1350;69;3;0;1,363636364;130;9;59,09090909;1631;90;maio;5;2020;97;19:00;Itajaí;SC
25/05/2020;28;281;0;148;0;1350;0;4;1;1,818181818;129;-1;58,63636364;1631;0;maio;5;2020;98;10:00;Itajaí;SC
25/05/2020;36;292;11;155;7;1372;22;4;0;1,818181818;133;4;60,45454545;1664;33;maio;5;2020;99;19:00;Itajaí;SC
26/05/2020;36;292;0;155;0;1372;0;5;1;2,272727273;132;-1;60;1664;0;maio;5;2020;100;12:00;Itajaí;SC
26/05/2020;56;343;51;161;6;1505;133;6;1;2,727272727;176;44;80;1848;184;maio;5;2020;101;21:00;Itajaí;SC
27/05/2020;61;362;19;161;0;1526;21;7;1;3,181818182;194;18;88,18181818;1888;40;maio;5;2020;102;19:00;Itajaí;SC
28/05/2020;61;362;0;161;0;1526;0;8;1;3,636363636;193;-1;87,72727273;1888;0;maio;5;2020;103;10:00;Itajaí;SC
28/05/2020;43;401;39;178;17;1688;162;8;0;3,636363636;215;22;97,72727273;2089;201;maio;5;2020;104;20:30;Itajaí;SC
29/05/2020;122;422;21;183;5;1757;69;8;0;3,636363636;231;16;105;2179;90;maio;5;2020;105;19:00;Itajaí;SC
30/05/2020;103;426;4;183;0;1766;9;8;0;3,636363636;235;4;106,8181818;2192;13;maio;5;2020;106;19:00;Itajaí;SC
31/05/2020;103;426;0;183;0;1766;0;10;2;4,545454545;233;-2;105,9090909;2192;0;maio;5;2020;107;13:00;Itajaí;SC
31/05/2020;90;436;10;212;29;1948;182;10;0;4,545454545;214;-19;97,27272727;2384;192;maio;5;2020;108;18:30;Itajaí;SC
01/06/2020;60;484;48;212;0;1985;37;10;0;4,545454545;262;48;119,0909091;2469;85;junho;6;2020;109;19:00;Itajaí;SC
02/06/2020;92;510;26;212;0;2014;29;10;0;4,545454545;288;26;130,9090909;2524;55;junho;6;2020;110;19:30;Itajaí;SC
03/06/2020;103;647;137;235;23;2802;788;10;0;4,545454545;402;114;182,7272727;3449;925;junho;6;2020;111;19:00;Itajaí;SC
04/06/2020;172;669;22;235;0;2834;32;10;0;4,545454545;424;22;192,7272727;3503;54;junho;6;2020;112;20:00;Itajaí;SC
05/06/2020;129;688;19;248;13;3105;271;11;1;5;429;5;195;3793;290;junho;6;2020;113;19:00;Itajaí;SC
06/06/2020;184;749;61;428;180;3123;18;11;0;5;310;-119;140,9090909;3872;79;junho;6;2020;114;19:00;Itajaí;SC
07/06/2020;133;768;19;428;0;3168;45;14;3;6,363636364;326;16;148,1818182;3936;64;junho;6;2020;115;19:00;Itajaí;SC
08/06/2020;136;808;40;428;0;3245;77;15;1;6,818181818;365;39;165,9090909;4053;117;junho;6;2020;116;19:00;Itajaí;SC
09/06/2020;62;843;35;428;0;3737;492;17;2;7,727272727;398;33;180,9090909;4580;527;junho;6;2020;117;20:00;Itajaí;SC
10/06/2020;66;863;20;507;79;4007;270;17;0;7,727272727;339;-59;154,0909091;4870;290;junho;6;2020;118;19:00;Itajaí;SC
11/06/2020;95;953;90;584;77;4095;88;17;0;7,727272727;352;13;160;5048;178;junho;6;2020;119;19:00;Itajaí;SC
12/06/2020;126;1010;57;612;28;4209;114;17;0;7,727272727;381;29;173,1818182;5219;171;junho;6;2020;120;19:00;Itajaí;SC
13/06/2020;108;1046;36;630;18;4291;82;17;0;7,727272727;399;18;181,3636364;5337;118;junho;6;2020;121;18:30;Itajaí;SC
14/06/2020;107;1066;20;689;59;4562;271;17;0;7,727272727;360;-39;163,6363636;5628;291;junho;6;2020;122;19:00;Itajaí;SC
15/06/2020;73;1092;26;699;10;4760;198;19;2;8,636363636;374;14;170;5852;224;junho;6;2020;123;19:00;Itajaí;SC
16/06/2020;120;1134;42;703;4;4849;89;21;2;9,545454545;410;36;186,3636364;5983;131;junho;6;2020;124;19:00;Itajaí;SC
17/06/2020;133;1153;19;759;56;4955;106;23;2;10,45454545;371;-39;168,6363636;6108;125;junho;6;2020;125;18:30;Itajaí;SC
18/06/2020;154;1186;33;767;8;8803;3848;23;0;10,45454545;396;25;180;9989;3881;junho;6;2020;126;19:00;Itajaí;SC
19/06/2020;182;1230;44;779;12;8960;157;24;1;10,90909091;427;31;194,0909091;10190;201;junho;6;2020;127;19:00;Itajaí;SC
20/06/2020;182;1290;60;806;27;9029;69;26;2;11,81818182;458;31;208,1818182;10319;129;junho;6;2020;128;18:30;Itajaí;SC
21/06/2020;167;1347;57;885;79;9276;247;29;3;13,18181818;433;-25;196,8181818;10623;304;junho;6;2020;129;21:00;Itajaí;SC
22/06/2020;189;1414;67;1031;146;9559;283;29;0;13,18181818;354;-79;160,9090909;10973;350;junho;6;2020;130;18:30;Itajaí;SC
23/06/2020;213;1463;49;1177;146;10115;556;30;1;13,63636364;256;-98;116,3636364;11578;605;junho;6;2020;131;19:00;Itajaí;SC
24/06/2020;216;1479;16;1214;37;10604;489;31;1;14,09090909;234;-22;106,3636364;12083;505;junho;6;2020;132;18:30;Itajaí;SC
25/06/2020;239;1500;21;1329;115;10950;346;33;2;15;138;-96;62,72727273;12450;367;junho;6;2020;133;20:00;Itajaí;SC
26/06/2020;249;1640;140;1348;19;11350;400;33;0;15;259;121;117,7272727;12990;540;junho;6;2020;134;18:30;Itajaí;SC
27/06/2020;270;1756;116;1407;59;11810;460;34;1;15,45454545;315;56;143,1818182;13566;576;junho;6;2020;135;19:30;Itajaí;SC
28/06/2020;222;1853;97;1436;29;11964;154;34;0;15,45454545;383;68;174,0909091;13817;251;junho;6;2020;136;19:00;Itajaí;SC
29/06/2020;229;1897;44;1473;37;14252;2288;36;2;16,36363636;388;5;176,3636364;16149;2332;junho;6;2020;137;19:00;Itajaí;SC
30/06/2020;235;1957;60;1537;64;14535;283;38;2;17,27272727;382;-6;173,6363636;16492;343;junho;6;2020;138;19:00;Itajaí;SC
01/07/2020;243;1978;21;1561;24;15049;514;38;0;17,27272727;379;-3;172,2727273;17027;535;julho;7;2020;139;18:30;Itajaí;SC
02/07/2020;271;2017;39;1681;120;15636;587;38;0;17,27272727;298;-81;135,4545455;17653;626;julho;7;2020;140;20:00;Itajaí;SC
03/07/2020;227;2043;26;1712;31;15947;311;39;1;17,72727273;292;-6;132,7272727;17990;337;julho;7;2020;141;18:30;Itajaí;SC
04/07/2020;232;2063;20;1729;17;16247;300;40;1;18,18181818;294;2;133,6363636;18310;320;julho;7;2020;142;19:00;Itajaí;SC
05/07/2020;244;2080;17;1733;4;16535;288;41;1;18,63636364;306;12;139,0909091;18615;305;julho;7;2020;143;19:00;Itajaí;SC
06/07/2020;125;2113;33;1781;48;16885;350;41;0;18,63636364;291;-15;132,2727273;18998;383;julho;7;2020;144;18:30;Itajaí;SC
07/07/2020;137;2138;25;1961;180;17191;306;45;4;20,45454545;132;-159;60;19329;331;julho;7;2020;145;19:00;Itajaí;SC
08/07/2020;125;2153;15;1992;31;17901;710;47;2;21,36363636;114;-18;51,81818182;20054;725;julho;7;2020;146;18:30;Itajaí;SC
09/07/2020;90;2194;41;2003;11;18755;854;50;3;22,72727273;141;27;64,09090909;20949;895;julho;7;2020;147;19:00;Itajaí;SC
10/07/2020;113;2242;48;2028;25;19660;905;50;0;22,72727273;164;23;74,54545455;21902;953;julho;7;2020;148;19:00;Itajaí;SC
11/07/2020;89;2279;37;2056;28;20700;1040;53;3;24,09090909;170;6;77,27272727;22979;1077;julho;7;2020;149;19:00;Itajaí;SC
12/07/2020;69;2352;73;2061;5;21449;749;56;3;25,45454545;235;65;106,8181818;23801;822;julho;7;2020;150;19:00;Itajaí;SC
13/07/2020;91;2391;39;2073;12;22114;665;59;3;26,81818182;259;24;117,7272727;24505;704;julho;7;2020;151;18:30;Itajaí;SC
14/07/2020;83;2419;28;2098;25;22861;747;63;4;28,63636364;258;-1;117,2727273;25280;775;julho;7;2020;152;19:00;Itajaí;SC
15/07/2020;67;2476;57;2112;14;23655;794;65;2;29,54545455;299;41;135,9090909;26131;851;julho;7;2020;153;18:30;Itajaí;SC
16/07/2020;72;2514;38;2133;21;25176;1521;66;1;30;315;16;143,1818182;27690;1559;julho;7;2020;154;19:30;Itajaí;SC
17/07/2020;67;2552;38;2151;18;25969;793;68;2;30,90909091;333;18;151,3636364;28521;831;julho;7;2020;155;18:30;Itajaí;SC
18/07/2020;80;2590;38;2173;22;26668;699;70;2;31,81818182;347;14;157,7272727;29258;737;julho;7;2020;156;19:00;Itajaí;SC
19/07/2020;64;2643;53;2185;12;27219;551;71;1;32,27272727;387;40;175,9090909;29862;604;julho;7;2020;157;18:30;Itajaí;SC
20/07/2020;79;2691;48;2214;29;28111;892;73;2;33,18181818;404;17;183,6363636;30802;940;julho;7;2020;158;18:30;Itajaí;SC
21/07/2020;156;2742;51;2236;22;29006;895;75;2;34,09090909;431;27;195,9090909;31748;946;julho;7;2020;159;19:00;Itajaí;SC
22/07/2020;178;2796;54;2255;19;29662;656;77;2;35;464;33;210,9090909;32458;710;julho;7;2020;160;18:30;Itajaí;SC
23/07/2020;103;2846;50;2296;41;30304;642;79;2;35,90909091;471;7;214,0909091;33150;692;julho;7;2020;161;20:00;Itajaí;SC
24/07/2020;204;2904;58;2348;52;30967;663;83;4;37,72727273;473;2;215;33871;721;julho;7;2020;162;18:30;Itajaí;SC
25/07/2020;199;2953;49;2498;150;31914;947;84;1;38,18181818;371;-102;168,6363636;34867;996;julho;7;2020;163;19:00;Itajaí;SC
26/07/2020;191;3010;57;2521;23;32500;586;88;4;40;401;30;182,2727273;35510;643;julho;7;2020;164;19:00;Itajaí;SC
27/07/2020;191;3063;53;2550;29;33552;1052;90;2;40,90909091;423;22;192,2727273;36615;1105;julho;7;2020;165;20:00;Itajaí;SC
28/07/2020;190;3115;52;2563;13;34153;601;92;2;41,81818182;460;37;209,0909091;37268;653;julho;7;2020;166;20:30;Itajaí;SC
29/07/2020;225;3173;58;2600;37;34708;555;94;2;42,72727273;479;19;217,7272727;37881;613;julho;7;2020;167;18:30;Itajaí;SC
30/07/2020;128;3222;49;2612;12;35322;614;96;2;43,63636364;514;35;233,6363636;38544;663;julho;7;2020;168;19:30;Itajaí;SC
31/07/2020;132;3273;51;2640;28;35649;327;100;4;45,45454545;533;19;242,2727273;38922;378;julho;7;2020;169;18:30;Itajaí;SC
01/08/2020;155;3361;88;2741;101;36091;442;101;1;45,90909091;519;-14;235,9090909;39452;530;agosto;8;2020;170;19:00;Itajaí;SC
02/08/2020;109;3582;221;2952;211;36365;274;101;0;45,90909091;529;10;240,4545455;39947;495;agosto;8;2020;171;19:00;Itajaí;SC
03/08/2020;153;3648;66;2969;17;36633;268;105;4;47,72727273;574;45;260,9090909;40281;334;agosto;8;2020;172;18:30;Itajaí;SC
04/08/2020;113;3717;69;2983;14;36969;336;107;2;48,63636364;627;53;285;40686;405;agosto;8;2020;173;20:30;Itajaí;SC
05/08/2020;125;3789;72;3131;148;37307;338;108;1;49,09090909;550;-77;250;41096;410;agosto;8;2020;174;18:30;Itajaí;SC
06/08/2020;75;3874;85;3131;0;37650;343;110;2;50;633;83;287,7272727;41524;428;agosto;8;2020;175;19:30;Itajaí;SC
07/08/2020;63;3942;68;3146;15;37969;319;113;3;51,36363636;683;50;310,4545455;41911;387;agosto;8;2020;176;18:30;Itajaí;SC
08/08/2020;72;4009;67;3156;10;38335;366;115;2;52,27272727;738;55;335,4545455;42344;433;agosto;8;2020;177;20:00;Itajaí;SC
09/08/2020;78;4060;51;3165;9;38513;178;117;2;53,18181818;778;40;353,6363636;42573;229;agosto;8;2020;178;19:30;Itajaí;SC
10/08/2020;48;4123;63;3198;33;39087;574;121;4;55;804;26;365,4545455;43210;637;agosto;8;2020;179;18:30;Itajaí;SC
11/08/2020;61;4170;47;3220;22;39232;145;124;3;56,36363636;826;22;375,4545455;43402;192;agosto;8;2020;180;19:00;Itajaí;SC
12/08/2020;27;4219;49;3232;12;39462;230;126;2;57,27272727;861;35;391,3636364;43681;279;agosto;8;2020;181;18:30;Itajaí;SC
13/08/2020;33;4263;44;3248;16;39653;191;127;1;57,72727273;888;27;403,6363636;43916;235;agosto;8;2020;182;19:30;Itajaí;SC
14/08/2020;61;4311;48;3268;20;39864;211;129;2;58,63636364;914;26;415,4545455;44175;259;agosto;8;2020;183;18:30;Itajaí;SC
15/08/2020;49;4361;50;3416;148;40105;241;131;2;59,54545455;814;-100;370;44466;291;agosto;8;2020;184;18:30;Itajaí;SC
16/08/2020;24;4621;260;3671;255;40229;124;131;0;59,54545455;819;5;372,2727273;44850;384;agosto;8;2020;185;19:30;Itajaí;SC
17/08/2020;26;4750;129;3726;55;40473;244;133;2;60,45454545;891;72;405;45223;373;agosto;8;2020;186;19:00;Itajaí;SC
18/08/2020;24;4803;53;3739;13;40557;84;137;4;62,27272727;927;36;421,3636364;45360;137;agosto;8;2020;187;19:00;Itajaí;SC
19/08/2020;39;4850;47;3745;6;40606;49;138;1;62,72727273;967;40;439,5454545;45456;96;agosto;8;2020;188;19:00;Itajaí;SC
20/08/2020;32;4889;39;3758;13;40842;236;140;2;63,63636364;991;24;450,4545455;45731;275;agosto;8;2020;189;19:00;Itajaí;SC
21/08/2020;46;4930;41;3769;11;41121;279;141;1;64,09090909;1020;29;463,6363636;46051;320;agosto;8;2020;190;19:00;Itajaí;SC
22/08/2020;46;4980;50;3992;223;41271;150;142;1;64,54545455;846;-174;384,5454545;46251;200;agosto;8;2020;191;19:00;Itajaí;SC
23/08/2020;24;5020;40;4032;40;41370;99;144;2;65,45454545;844;-2;383,6363636;46390;139;agosto;8;2020;192;19:00;Itajaí;SC
24/08/2020;39;5152;132;4174;142;41475;105;145;1;65,90909091;833;-11;378,6363636;46627;237;agosto;8;2020;193;19:00;Itajaí;SC
25/08/2020;25;5228;76;4247;73;41577;102;146;1;66,36363636;835;2;379,5454545;46805;178;agosto;8;2020;194;18:30;Itajaí;SC
26/08/2020;27;5292;64;4296;49;41694;117;147;1;66,81818182;849;14;385,9090909;46986;181;agosto;8;2020;195;19:00;Itajaí;SC
27/08/2020;27;5335;43;4327;31;41870;176;147;0;66,81818182;861;12;391,3636364;47205;219;agosto;8;2020;196;18:30;Itajaí;SC
28/08/2020;31;5375;40;4334;7;42071;201;149;2;67,72727273;892;31;405,4545455;47446;241;agosto;8;2020;197;19:00;Itajaí;SC
29/08/2020;61;5413;38;4350;16;42184;113;150;1;68,18181818;913;21;415;47597;151;agosto;8;2020;198;18:00;Itajaí;SC
30/08/2020;63;5518;105;4705;355;42293;109;150;0;68,18181818;663;-250;301,3636364;47811;214;agosto;8;2020;199;18:00;Itajaí;SC
